128, 161281206098678787909586287780757909381
128, 280641673723419080757416007628644512347
128, 121938978497782286462591920523923276687
128, 189608927431220982672256893103370965871
128, 288004100803581473102902202440260492383
128, 184250220398475730031804374902418439129
128, 116820598947084108476997828346823523671
128, 186079363747730548580485566452723784317
128, 117421042223181682820538963576536232019
128, 102791056965963312180585658598458934933
128, 181423017460857466111191305556514269607
128, 218397797065550082008703033076739935387
128, 222963518847316310123352822826442075737
128, 201509587681815143232412913218836450617
128, 155648308971220577982048681090409183517
128, 235478653549152415127668234347857512639
128, 212512909285833055275324871072642746731
128, 105636413062325425473441727146828750647
128, 173056139179303737989122827419797871747
128, 131849338043506089578386937730606877937
128, 170951122441517746269004526810437490479
128, 199784121010439313959858722398924297097
128, 117662154795514133607543213327381117781
128, 148572928749275049237690796233852818299
128, 97897345965490502519435630624750993939
128, 149458204578395197417173146353772271257
128, 208740108159413564807502863979996006943
128, 198506142666657878171529905646026290661
128, 233558056160705914450229240081623745851
128, 205153389170281190091789683277538829957
128, 203483337462287106041894234266962499817
128, 119870716473752550690550189680976523723
128, 189573311293346969063864574067934530387
128, 184688658885202294598128591278936620447
128, 121038342701458054159996788376708236691
128, 152218516325613279270157501950671687363
128, 164750124703777135556697767433585651359
128, 140516762290366697616088243595549867141
128, 300752349839308647407638236998831905873
128, 169352463375638213739348085557475038941
128, 187895079269992195713045522044823965261
128, 158963949076931102074208010302641937851
128, 131688642676499816662758894316818347281
128, 259399461098029755508552651484384568701
128, 313406659929908332107410414885181444331
128, 215649026064286862647577252254956942047
128, 230677491967445728391183546541074056523
128, 194209645201887212444357526778270418423
128, 128488549980804021523618382759477161121
128, 255471492649263758598262957861678639447
128, 220855799165098607135150305332596439971
128, 243722729072914775177455149738556871141
128, 247243227988234445524678638157959689947
128, 214429055980386856348118737246068321139
128, 162836587948369535735178521562843537527
128, 141273016446563907836484002736232450721
128, 186398640185215149006129099631747965341
128, 160295936322861951948759163290741337331
128, 116959160051508586549652958861678468557
128, 122509475180147748374476898962556569997
128, 226982275131203387529715013986149474037
128, 188536945738289329058704663438394149001
128, 297471582441072774077258919447455712053
128, 125653760744833706189130755216876491889
128, 202889884151207466923091250768413330409
128, 222891627360345945178508909514031494403
128, 215297261485955837836596808753717032863
128, 288747367600501289870057400811544451137
128, 164290226470338000664571486315324773237
128, 113446337991472014975832899760274373571
128, 283040679466682172233941415930624618299
128, 198832438488639984835328062046422855091
128, 171377981580130392180797466867627100933
128, 326766379836222973540697848324087465183
128, 224576178871848921666357199426255903063
128, 164004842570217965879720601919579596397
128, 137014328223006658838862153760791070771
128, 113218404270301224285007738589507955163
128, 250655713399066180045224855134777822923
128, 118724630155334584545453907781091823327
128, 226438007066094726279339328103665883057
128, 150095357339196723085291374013481511137
128, 168429111427352181948654536507073193843
128, 235109981346020596437828744301511800603
128, 249507618552955839404659096394665462103
128, 264956841193546907476721183379599301859
128, 207130773003747224350306228581286311103
128, 239656334780987279318961639291097967953
128, 222322210890349004373817270459674743489
128, 121472845200788739115615652638856365109
128, 245320842082506055336021440661277963029
128, 201461988710481927045230164338091445047
128, 162979615274690144640542278113783997363
128, 209245311814195092982611033121078215209
128, 275311387419993701392531267102005044081
128, 221686139223037471898817236787581653801
128, 160445348099209825865922275229670180291
128, 283819105620925200182620443195102857239
128, 192195894703159173574963844610529695229
128, 193600416502399712946496829000670114179
